Insurance Provider,Gender,Age,Occupation,Marital Status,Family Size,Income,Expenditure,Loan Category,Loan Amount,Pending Payemnt
Raffles,MALE,67,TECHNICIAN,MARRIED,5,30000,43518,RESTAURANTS,125463,52634
Raffles,MALE,67,TECHNICIAN,MARRIED,5,30000,43518,AUTOMOBILE,125463,52634
Raffles,MALE,68,SOFTWARE ENGINEER,MARRIED,7,50568,30010,RESTAURANT,146770,37354
Raffles,MALE,68,SOFTWARE ENGINEER,MARRIED,7,49568,44010,RESTAURANT,146770,37354
Raffles,MALE,68,ARMY,SINGLE,6,67129,16487,BUSINESS,167995,37222
Raffles,MALE,68,BUSINESS,MARRIED,4,50604,19918,HOUSING,164081,16514
Raffles,MALE,68,BANK MANAGER,MARRIED,5,68366,19326,DINNING,188617,38410
Raffles,MALE,68,BUSINESS,MARRIED,5,35407,21876,GOLD LOAN,157459,36058
Prudential,MALE,68,STORE KEEPER,SINGLE,5,40999,11999,BOOK STORES,167654,4500
Raffles,MALE,69,STORE KEEPER,SINGLE,5,40999,11999,AUTOMOBILE,167654,4500
Prudential,MALE,69,STORE KEEPER,SINGLE,5,40999,11999,BOOK STORES,167654,4500
Raffles,MALE,69,STORE KEEPER,SINGLE,5,40999,11999,BOOK STORES,167654,4500
Raffles,MALE,69,TEACHER,SINGLE,4,35020,26286,SHOPPING,162449,22862
Raffles,MALE,69,CHARTERED APPRAISER,SINGLE,5,70952,15709,RESTAURANT,204833,20711
Raffles,MALE,69,TEACHER,SINGLE,3,69961,27078,AUTOMOBILE,208327,13594
Raffles,MALE,69,BUSINESS,MARRIED,5,35407,21876,GOLD LOAN,177459,56058
Raffles,MALE,69,DRIVER,SINGLE,5,38687,17562,HOUSING,180826,81601
Raffles,MALE,69,BANK MANAGER,MARRIED,6,55670,32500,TRAVELLING,200560,34600
Raffles,MALE,69,SOFTWARE ENGINEER,SINGLE,5,56000,22376,SHOPPING,206750,23450
Prudential,MALE,69,POLICE,SINGLE,4,45521,43518,AUTOMOBILE,200000,43898
Prudential,MALE,69,POLICE,SINGLE,4,44521,11999,AUTOMOBILE,200000,43898
Prudential,MALE,69,POLICE,SINGLE,4,43521,11999,AUTOMOBILE,200000,43898
Prudential,MALE,69,POLICE,SINGLE,4,43521,11999,AUTOMOBILE,200000,43898
Raffles,MALE,69,POLICE,SINGLE,4,43521,11999,AUTOMOBILE,200000,43898
Prudential,MALE,69,DENTIST,SINGLE,7,49744,23564,COMPUTER SOFTWARES,207979,36588
AIA,FEMALE,71,CLERK,MARRIED,7,42751,21265,RESTAURANT,203787,70319
AIA,FEMALE,71,DENTIST,MARRIED,7,41247,20755,GOLD LOAN,227503,80114
AIA,FEMALE,74,TEACHER,MARRIED,5,70000,40000,GOLD LOAN,257789,10058
AIA,FEMALE,74,TEACHER,MARRIED,4,48192,36581,RESTAURANT,236617,21270
AIA,FEMALE,74,DATA ENGINEER,SINGLE,2,48692,12102,RESTAURANT,233604,46408
AIA,FEMALE,74,DIETICIAN,SINGLE,2,102334,17725,BUSINESS,312602,44634
AIA,FEMALE,74,POLICE,MARRIED,6,33763,31191,AUTOMOBILE,260038,49153
AIA,FEMALE,74,BANK MANAGER,SINGLE,6,55639,23775,HOUSING,284938,80269
AIA,FEMALE,74,CIVIL ENGINEER,MARRIED,6,75415,29047,ELECTRONICS,312842,60993
Income,FEMALE,74,DRIVER,MARRIED,3,420792,26854,GOLD LOAN,658350,54906
AIA,FEMALE,74,PILOT,SINGLE,4,83053,22355,BOOK STORES,323075,84997
AIA,FEMALE,75,FARMER,SINGLE,5,76294,45744,BUILDING,318598,23866
AIA,FEMALE,72,DATA ENGINEER,SINGLE,2,74264,37747,RESTAURANTS,321040,55582
AIA,FEMALE,72,ARMY,MARRIED,5,74764,32845,GOLD LOAN,324055,63046
AIA,FEMALE,72,TEACHER,MARRIED,5,48099,19999,RESTAURANTS,300999,12000
AIA,FEMALE,72,CLERK,MARRIED,4,45300,15000,HOUSING,300000,5600
AIA,FEMALE,72,FARMER,MARRIED,5,73656,18108,HOUSING,328952,84200
AIA,FEMALE,73,DOCTOR,SINGLE,4,79580,43518,SHOPPING,339171,84824
AIA,FEMALE,73,DOCTOR,SINGLE,4,77580,43518,SHOPPING,339171,84824
AIA,FEMALE,73,CLERK,MARRIED,4,38000,19000,HOUSING,300000,5600
AIA,FEMALE,73,TEACHER,SINGLE,3,51227,17187,GOLD LOAN,314714,63843
AIA,FEMALE,73,PILOT,SINGLE,4,75993,22164,DINNING,340060,17476
AIA,FEMALE,73,CLERK,MARRIED,4,35000,15000,HOUSING,300000,5600
AIA,FEMALE,75,CLERK,MARRIED,4,35000,15000,HOUSING,300000,5600
Great Eastern,FEMALE,75,TEACHER,MARRIED,3,35500,27187,GOLD LOAN,314714,63843
Great Eastern,FEMALE,75,BANK MANAGER,SINGLE,2,35735,47037,RESTAURANT,312839,31432
AIA,FEMALE,75,NURSE,SINGLE,6,51199,15753,COMPUTER SOFTWARES,331716,57156
AIA,FEMALE,75,FIRE DEPARTMENT,MARRIED,6,57890,32456,HOME APPLIANCES,345789,32456
AIA,FEMALE,75,EXECUTIVE,MARRIED,4,59534,33239,EDUCATIONAL LOAN,349976,18405
AIA,FEMALE,75,SOFTWARE ENGINEER,MARRIED,2,38170,19224,SHOPPING,329277,57381
AIA,FEMALE,70,SOFTWARE ENGINEER,MARRIED,2,52168,29991,GOLD LOAN,343770,20972
AIA,FEMALE,70,TECHNICIAN,MARRIED,3,35938,21048,RESTAURANTS,330589,46120
AIA,FEMALE,70,TECHNICIAN,SINGLE,5,34721,14789,TRAVELLING,332838,67426
AIA,FEMALE,70,PILOT,SINGLE,4,35221,28164,DINNING,340060,17476
AIA,FEMALE,70,TEACHER,MARRIED,4,45389,43518,HOME APPLIANCES,350050,24000
Great Eastern,FEMALE,70,CHARTERED APPRAISER,MARRIED,2,45889,44256,HOUSING,347254,37966
AIA,MALE,74,CHARTERED APPRAISER,SINGLE,2,46389,42256,EDUCATIONAL LOAN,347254,37966
AIA,MALE,74,CLERK,MARRIED,3,46889,24020,DINNING,404473,34322
AIA,MALE,74,ELECTRICIAN,MARRIED,4,30000,15000,HOUSING,354789,32154
AIA,MALE,74,ELECTRICIAN,MARRIED,4,30000,15000,HOUSING,354789,32154
AIA,MALE,74,BANK MANAGER,MARRIED,5,63070,25306,TRAVELLING,387941,15604
AIA,MALE,74,FARMER,SINGLE,5,78294,40744,BUILDING,418598,23866
AIA,MALE,74,PUBLIC WORKS,MARRIED,4,58000,27000,TRAVELLING,400000,19954
AIA,MALE,74,BUSINESS,SINGLE,7,34444,45690,SHOPPING,380248,15020
AIA,MALE,75,PRODUCT ENGINEER,MARRIED,2,78863,17361,DINNING,427457,48783
AIA,MALE,75,DIETICIAN,SINGLE,3,46841,24989,TRAVELLING,400085,41436
AIA,MALE,75,TEACHER,SINGLE,3,45008,17454,AUTOMOBILE,399435,51987
AIA,MALE,75,TEACHER,SINGLE,3,45008,17454,AUTOMOBILE,399435,51987
AIA,MALE,75,TEACHER,SINGLE,3,45008,17454,AUTOMOBILE,399435,51987
AIA,MALE,75,TEACHER,SINGLE,3,45008,17454,AUTOMOBILE,399435,51987
AIA,MALE,75,FIRE DEPARTMENT,MARRIED,5,54123,43518,RESTAURANTS,412365,18524
AIA,MALE,75,AIRPORT OFFICER,SINGLE,4,40000,18888,RESTAURANTS,400000,11111
AIA,MALE,72,SOFTWARE ENGINEER,SINGLE,4,40000,22000,GOLD LOAN,400000,15647
AIA,MALE,72,DIETICIAN,SINGLE,3,40060,23989,GOLD LOAN,400085,41436
AIA,MALE,72,PUBLIC WORKS,MARRIED,4,38000,20000,GOLD LOAN,400000,19954
AIA,MALE,72,PUBLIC WORKS,MARRIED,4,38000,20000,GOLD LOAN,400000,19954
AIA,MALE,72,PUBLIC WORKS,MARRIED,4,38000,20000,GOLD LOAN,400000,19954
AIA,MALE,72,TECHNICIAN,SINGLE,5,79363,18706,BUSINESS,442793,18431
AIA,MALE,72,SOFTWARE ENGINEER,MARRIED,4,80720,34362,RESTAURANTS,453798,85688
AIA,MALE,72,AIRPORT OFFICER,MARRIED,5,73093,19194,COMPUTER SOFTWARES,446448,27801
AIA,MALE,72,TEACHER,SINGLE,3,41227,19187,HOUSING,414714,53843
AIA,MALE,78,PRODUCT ENGINEER,MARRIED,5,44130,27092,SHOPPING,426730,76010
AIA,MALE,75,NAVY,WIDOWED,2,71171,26078,RESTAURANT,456808,58510
Great Eastern,MALE,75,PUBLIC WORKS,SINGLE,3,45228,27839,SHOPPING,439976,57559
AIA,MALE,75,DOCTOR,MARRIED,2,74657,46762,RESTAURANT,474793,56338
AIA,MALE,75,EXECUTIVE,SINGLE,5,78975,49225,BUSINESS,479113,64563
Great Eastern,MALE,75,NUTRITION,MARRIED,6,55650,31245,TRAVELLING,456780,23456
AIA,MALE,75,DOCTOR,MARRIED,5,57453,43518,TRAVELLING,462585,72488
Great Eastern,MALE,75,POLICE,WIDOWED,3,44945,25513,GOLD LOAN,453196,54235
AIA,MALE,75,TECHNICIAN,MARRIED,2,46379,25348,COMPUTER SOFTWARES,456414,32127
AIA,MALE,70,ACCOUNTANT,MARRIED,5,45670,21345,TRAVELLING,456780,34560
AIA,MALE,70,TEACHER,MARRIED,4,45678,23456,TRAVELLING,456790,24560
AIA,MALE,70,POLICE,MARRIED,6,43763,25191,AUTOMOBILE,460038,35153
AIA,MALE,70,CLERK,MARRIED,5,49076,18730,HOUSING,467795,64234
AIA,MALE,70,TEACHER,MARRIED,5,82815,42751,HOUSING,505610,87828
AIA,MALE,70,DIETICIAN,MARRIED,6,79079,32351,GOLD LOAN,505972,75523
AIA,MALE,70,ACCOUNT MANAGER,MARRIED,3,55475,28095,DINNING,484774,81050
AIA,MALE,70,TEACHER,SINGLE,5,74609,20444,RESTAURANTS,507036,51858
AIA,MALE,70,DRIVER,MARRIED,6,45838,27788,HOME APPLIANCES,482282,36338
AIA,MALE,73,TEACHER,MARRIED,7,64528,21231,TRAVELLING,506450,64918
AIA,MALE,73,NURSE,MARRIED,6,34999,19888,HOUSING,477870,50000
AIA,MALE,71,CIVIL ENGINEER,MARRIED,7,46880,18559,DINNING,495013,36419
AIA,MALE,71,AIRPORT OFFICER,SINGLE,4,67445,23826,HOME APPLIANCES,515970,79454
AIA,MALE,71,DIETICIAN,SINGLE,3,67945,43086,RESTAURANTS,488076,61227
